TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,night,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,early morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,last,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,last,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
